date,open,high,low,close,volume
2024-01-01T00:00:00,2281.87,2297.18,2281.27,2295.51,10771.9183
2024-01-01T01:00:00,2295.52,2306.6,2292.9,2303.72,8413.426
2024-01-01T02:00:00,2303.72,2304.72,2291.2,2293.02,5808.2533
2024-01-01T03:00:00,2293.03,2294.5,2271.0,2273.81,10745.736
2024-01-01T04:00:00,2273.8,2279.86,2265.24,2279.55,9681.5762
2024-01-01T05:00:00,2279.54,2283.36,2272.62,2275.89,6705.1165
2024-01-01T06:00:00,2275.89,2283.31,2274.16,2281.9,6056.6319
2024-01-01T07:00:00,2281.9,2287.88,2281.51,2284.67,5664.1887
2024-01-01T08:00:00,2284.68,2287.38,2280.0,2287.01,5571.1935
2024-01-01T09:00:00,2287.01,2300.0,2287.0,2299.8,8083.262
2024-01-01T10:00:00,2299.8,2303.0,2297.4,2302.04,8188.7741
2024-01-01T11:00:00,2302.04,2305.05,2299.0,2304.47,6050.8796
2024-01-01T12:00:00,2304.47,2307.24,2299.04,2299.43,7257.2379
2024-01-01T13:00:00,2299.42,2308.2,2298.07,2304.16,5288.8224
2024-01-01T14:00:00,2304.16,2305.11,2294.84,2300.99,7316.2575
2024-01-01T15:00:00,2300.99,2318.34,2299.2,2314.7,12303.5344
2024-01-01T16:00:00,2314.69,2319.55,2306.53,2309.89,11755.1864
2024-01-01T17:00:00,2309.89,2317.09,2306.48,2313.76,8560.8241
2024-01-01T18:00:00,2313.77,2331.77,2313.76,2326.9,15349.3543
2024-01-01T19:00:00,2326.9,2340.98,2322.0,2337.26,11136.8878
2024-01-01T20:00:00,2337.27,2348.78,2335.25,2340.98,17493.0377
2024-01-01T21:00:00,2340.98,2346.55,2332.2,2337.83,10238.9674
2024-01-01T22:00:00,2337.83,2339.1,2323.66,2334.21,6444.2583
2024-01-01T23:00:00,2334.22,2352.37,2334.17,2352.04,11817.3671
2024-01-02T00:00:00,2352.05,2391.43,2346.95,2387.58,40687.4646
2024-01-02T01:00:00,2387.59,2397.56,2370.38,2378.08,29424.4237
