date,open,high,low,close,volume
2024-01-01T00:00:00,2283.84,2284.79,2282.97,2283.89,1365.349
2024-01-01T00:01:00,2283.89,2285.9,2283.85,2285.68,904.046
2024-01-01T00:02:00,2285.68,2286.37,2285.27,2286.3,1361.332
2024-01-01T00:03:00,2286.3,2288.44,2286.29,2288.35,2191.911
2024-01-01T00:04:00,2288.36,2289.92,2288.36,2289.92,1946.412
2024-01-01T00:05:00,2289.92,2291.93,2288.77,2291.45,3691.669
2024-01-01T00:06:00,2291.45,2293.22,2291.45,2292.3,2091.352
2024-01-01T00:07:00,2292.3,2294.0,2291.72,2292.26,3139.212
2024-01-01T00:08:00,2292.25,2292.55,2290.88,2292.54,1158.285
2024-01-01T00:09:00,2292.55,2292.88,2291.84,2292.56,504.543
2024-01-01T00:10:00,2292.61,2296.0,2292.61,2295.99,2326.886
2024-01-01T00:11:00,2295.99,2297.49,2295.47,2296.61,2244.232
2024-01-01T00:12:00,2296.6,2297.46,2295.33,2295.98,1530.398
2024-01-01T00:13:00,2295.99,2297.48,2295.76,2297.11,672.496
2024-01-01T00:14:00,2297.12,2299.16,2296.38,2298.49,2217.562
2024-01-01T00:15:00,2298.5,2298.93,2296.29,2297.24,3114.862
2024-01-01T00:16:00,2297.24,2298.82,2297.24,2298.51,1681.98
2024-01-01T00:17:00,2298.5,2298.5,2296.53,2296.53,1664.625
2024-01-01T00:18:00,2296.53,2296.54,2294.57,2294.7,2222.966
2024-01-01T00:19:00,2294.7,2295.27,2294.06,2294.06,641.696
2024-01-01T00:20:00,2294.06,2295.45,2294.06,2294.61,770.885
2024-01-01T00:21:00,2294.61,2295.76,2294.11,2294.36,1336.046
2024-01-01T00:22:00,2294.35,2295.92,2294.11,2295.73,891.102
2024-01-01T00:23:00,2295.66,2297.64,2295.55,2296.0,1156.402
2024-01-01T00:24:00,2296.01,2297.99,2296.01,2296.59,1039.156
2024-01-01T00:25:00,2296.6,2298.13,2295.61,2297.97,1707.732
2024-01-01T00:26:00,2297.96,2297.97,2295.11,2295.11,467.735
2024-01-01T00:27:00,2295.11,2295.19,2291.42,2292.93,4292.799
2024-01-01T00:28:00,2292.93,2293.2,2290.82,2291.12,1324.682
2024-01-01T00:29:00,2291.13,2293.02,2291.12,2292.83,848.258
2024-01-01T00:30:00,2292.83,2292.83,2290.8,2290.93,1328.482
2024-01-01T00:31:00,2290.92,2291.66,2290.16,2291.66,2148.935
2024-01-01T00:32:00,2291.66,2292.46,2290.48,2290.48,929.052
2024-01-01T00:33:00,2290.49,2291.03,2290.28,2290.89,849.522
2024-01-01T00:34:00,2290.89,2291.86,2290.08,2291.72,949.767
2024-01-01T00:35:00,2291.59,2291.78,2291.0,2291.53,580.421
2024-01-01T00:36:00,2291.53,2293.01,2291.53,2292.34,1091.561
2024-01-01T00:37:00,2292.34,2294.0,2292.34,2293.83,664.631
2024-01-01T00:38:00,2293.83,2294.44,2293.29,2293.6,620.594
2024-01-01T00:39:00,2293.59,2296.2,2293.59,2296.2,1498.853
2024-01-01T00:40:00,2296.19,2296.59,2295.03,2295.47,1192.518
2024-01-01T00:41:00,2295.47,2295.47,2294.11,2294.16,733.11
2024-01-01T00:42:00,2294.16,2294.28,2293.26,2293.76,242.439
2024-01-01T00:43:00,2293.76,2294.14,2293.4,2293.43,387.692
