date,open,high,low,close,volume
2023-12-31T00:00:00,2293.26,2294.59,2292.6,2294.59,1854.794
2023-12-31T00:01:00,2294.59,2296.22,2294.59,2295.61,818.101
2023-12-31T00:02:00,2295.62,2296.4,2294.67,2296.27,1007.561
2023-12-31T00:03:00,2296.26,2296.6,2295.45,2295.45,501.611
2023-12-31T00:04:00,2295.46,2296.22,2295.23,2296.08,960.05
2023-12-31T00:05:00,2296.09,2296.3,2295.1,2295.76,1205.91
2023-12-31T00:06:00,2295.76,2296.01,2293.92,2293.92,877.903
2023-12-31T00:07:00,2293.91,2294.28,2292.66,2293.92,716.851
2023-12-31T00:08:00,2293.92,2295.86,2293.92,2295.62,874.635
2023-12-31T00:09:00,2295.62,2296.21,2295.5,2296.21,699.837
2023-12-31T00:10:00,2296.2,2297.87,2296.2,2297.86,672.885
2023-12-31T00:11:00,2297.86,2301.6,2297.64,2300.95,2754.52
2023-12-31T00:12:00,2300.95,2301.86,2300.69,2301.27,1045.12
2023-12-31T00:13:00,2301.27,2301.27,2299.46,2299.76,1012.824
2023-12-31T00:14:00,2299.75,2299.76,2299.0,2299.58,948.182
2023-12-31T00:15:00,2299.57,2301.2,2299.57,2300.69,1030.921
2023-12-31T00:16:00,2300.7,2304.22,2300.7,2303.78,2478.863
2023-12-31T00:17:00,2303.78,2306.37,2303.5,2304.45,3428.678
2023-12-31T00:18:00,2304.44,2304.97,2303.25,2303.25,1084.609
2023-12-31T00:19:00,2303.25,2303.95,2303.15,2303.35,619.918
2023-12-31T00:20:00,2303.34,2303.49,2302.73,2303.1,420.146
2023-12-31T00:21:00,2303.1,2303.11,2302.5,2302.78,474.61
2023-12-31T00:22:00,2302.78,2303.45,2301.77,2302.99,842.043
2023-12-31T00:23:00,2302.99,2302.99,2301.34,2301.34,505.289
2023-12-31T00:24:00,2301.34,2302.06,2300.0,2300.0,911.065
2023-12-31T00:25:00,2300.01,2300.71,2298.79,2299.19,655.78
2023-12-31T00:26:00,2299.2,2299.24,2298.3,2298.44,803.339
2023-12-31T00:27:00,2298.43,2298.78,2298.0,2298.03,670.578
2023-12-31T00:28:00,2298.02,2299.16,2298.02,2298.93,368.073
2023-12-31T00:29:00,2298.93,2299.59,2298.91,2299.55,420.702
2023-12-31T00:30:00,2299.55,2299.55,2298.49,2298.49,390.143
2023-12-31T00:31:00,2298.5,2298.5,2297.77,2298.48,448.946
2023-12-31T00:32:00,2298.48,2299.55,2298.21,2298.27,299.638
2023-12-31T00:33:00,2298.27,2299.86,2298.19,2299.62,529.217
2023-12-31T00:34:00,2299.62,2300.0,2299.61,2299.62,179.376
2023-12-31T00:35:00,2299.62,2303.53,2299.61,2303.53,1078.762
2023-12-31T00:36:00,2303.52,2303.85,2302.38,2303.28,1231.303
2023-12-31T00:37:00,2303.28,2304.74,2302.02,2304.74,756.061
2023-12-31T00:38:00,2304.75,2306.51,2304.22,2305.06,2142.652
2023-12-31T00:39:00,2305.06,2305.06,2303.39,2303.61,976.415
2023-12-31T00:40:00,2303.6,2303.6,2302.28,2303.11,577.725
2023-12-31T00:41:00,2303.12,2304.84,2303.12,2304.44,423.087
2023-12-31T00:42:00,2304.44,2304.8,2303.44,2303.85,702.0
2023-12-31T00:43:00,2303.86,2304.36,2303.34,2304.36,689.894
2023-12-31T00:44:00,2304.36,2304.9,2303.94,2303.95,742.437
2023-12-31T00:45:00,2303.94,2305.58,2303.56,2304.86,2476.225
2023-12-31T00:46:00,2304.87,2304.87,2303.21,2303.22,277.684
2023-12-31T00:47:00,2303.21,2303.21,2302.05,2302.98,1295.199
